"Key","english",,"german","latam","french","italian","japanese","koreana","polish","brazilian","russian","turkish","schinese","tchinese"
"modscopeokp7reflex","[09FF00]OKP-7 Reflex Sight[-]",,,,,,,,,,,,,"[09FF00]OKP-7 反射式瞄準鏡[-]"
"modscopeokp7reflexDesc","Weight: [4FBE28]0.295kg[-]\n\nCompatibility: most firearms",,,,,,,,,,,,,"重量：[4FBE28]0.295 公斤[-]\n\n適用於大多數槍械"
"modscopeEOTech553holo","[09FF00]EOTech 553[-]",,,,,,,,,,,,,"[09FF00]EOTech 553[-]"
"modscopeEOTech553holoDesc","Weight: [4FBE28]0.349kg[-]\n\nCompatibility: most firearms",,,,,,,,,,,,,"重量：[4FBE28]0.349 公斤[-]\n\n適用於大多數槍械"
"modscopeFNP90ringreflex","[004CFF]P90 Ring Reflex Sight[-]",,,,,,,,,,,,,"[004CFF]P90 環形反射式瞄準鏡[-]"
"modscopeFNP90ringreflexDesc","Weight: [4FBE28]0.297kg[-]\n\nCompatibility: P90",,,,,,,,,,,,,"重量：[4FBE28]0.297 公斤[-]\n\n適用於 P90"
"modscopeElcanSpecterDR","[004CFF]ELCAN SpecterDR 1x/4x Scope[-]",,,,,,,,,,,,,"[004CFF]ELCAN SpecterDR 1x/4x 瞄準鏡[-]"
"modscopeElcanSpecterDRDesc","Weight: [4FBE28]0.640kg[-]\n\nCompatibility: most firearms",,,,,,,,,,,,,"重量：[4FBE28]0.640kg[-]\n\n相容：大多數槍械"
"modscopeKibaArmsPrism","[09FF00]Primary Arms Compact Prism 2.5x[-]",,,,,,,,,,,,,"[09FF00]Primary Arms Compact Prism 2.5x[-]"
"modscopeKibaArmsPrismDesc","Weight: [4FBE28]0.432kg[-]\n\nCompatibility: most firearms",,,,,,,,,,,,,"重量：[4FBE28]0.432kg[-]\n\n相容：大多數槍械"
"modscopeNPZ1p78","[09FF00]NPZ 1P78-1 2.8x Scope Dovetail[-]",,,,,,,,,,,,,"[09FF00]NPZ 1P78-1 2.8x 瞄準鏡燕尾槽[-]"
"modscopeNPZ1p78Desc","Weight: [4FBE28]0.640kg[-]\n\nCompatibility: most firearms with a dovetail mount",,,,,,,,,,,,,"重量：[4FBE28]0.640kg[-]\n\n相容：大多數帶有燕尾槽的槍械"
"modscopeNPZ1p29","[09FF00]NPZ USP-1 'Tyulpan' 4x Scope Dovetail[-]",,,,,,,,,,,,,"[09FF00]NPZ USP-1 'Tyulpan' 4x 瞄準鏡燕尾槽[-]"
"modscopeNPZ1p29Desc","Weight: [4FBE28]0.795kg[-]\n\nCompatibility: most firearms with a dovetail mount",,,,,,,,,,,,,"重量：[4FBE28]0.795kg[-]\n\n相容：大多數帶燕尾槽座"
"modscopeBelOMOPSO1M2","[09FF00]BelOMO PSO-1M2-1 4x24 Scope Dovetail[-]",,,,,,,,,,,,,"[09FF00]BelOMO PSO-1M2-1 4x24 瞄準鏡燕尾槽座[-]"
"modscopeBelOMOPSO1M2Desc","Weight: [4FBE28]0.600kg[-]\n\nCompatibility: most firearms with a dovetail mount",,,,,,,,,,,,,"重量：[4FBE28]0.600公斤[-]\n\n相容：大多數配備燕尾槽座的槍械"
"modscopemonstrumcompact","[09FF00]Monstrum Compact Scope[-]",,,,,,,,,,,,,"[09FF00]Monstrum 小巧型瞄準鏡[-]"
"modscopemonstrumcompactDesc","Weight: [4FBE28]0.425kg[-]\n\nCompatibility: most firearms",,,,,,,,,,,,,"重量：[4FBE28]0.425公斤[-]\n\n相容：大多數槍械"
"modscopeSwampFoxPrism","[09FF00]SwampFox Trihawk Prism 3x30 Scope[-]",,,,,,,,,,,,,"[09FF00]SwampFox Trihawk Prism 3x30 瞄準鏡[-]"
"modscopeSwampFoxPrismDesc","Weight: [4FBE28]0.436kg[-]\n\nCompatibility: most firearms",,,,,,,,,,,,,"重量：[4FBE28]0.436公斤[-]\n\n相容：大多數槍械"
"modscopeeotechhhshybrid","[004CFF]EOTech HHS Hybrid Sight[-]",,,,,,,,,,,,,"[004CFF]EOTech HHS 混合瞄準鏡[-]"
"modscopeeotechhhshybridDesc","Weight: [4FBE28]0.635kg[-]\n\nCompatibility: most firearms",,,,,,,,,,,,,"重量：[4FBE28]0.635公斤[-]\n\n相容：大多數槍械"
"modscopeacogta01NSN4x32","[004CFF]Trijicon ACOG TA01NSN 4x32 Scope[-]",,,,,,,,,,,,,"[004CFF]Trijicon ACOG TA01NSN 4x32 瞄準鏡[-]"
"modscopeacogta01NSN4x32Desc","Weight: [4FBE28]0.506kg[-]\n\nCompatibility: most firearms",,,,,,,,,,,,,"重量：[4FBE28]0.506 公斤[-]\n\n相容：大多數槍械"
"modscopeacogta11D35x","[004CFF]Trijicon ACOG TA11D 3.5x35 Scope[-]",,,,,,,,,,,,,"[004CFF]Trijicon ACOG TA11D 3.5x35 瞄準鏡[-]"
"modscopeacogta11D35xDesc","Weight: [4FBE28]0.506kg[-]\n\nCompatibility: most firearms",,,,,,,,,,,,,"重量：[4FBE28]0.506 公斤[-]\n\n相容：大多數槍械"
"modscopeLeupoldMark4Hamr","[004CFF]Leupold Mark 4 HAMR 4x24 Hybrid Scope[-]",,,,,,,,,,,,,"[004CFF]Leupold Mark 4 HAMR 4x24 混合瞄準鏡[-]"
"modscopeLeupoldMark4HamrDesc","Weight: [4FBE28]0.411kg[-]\n\nCompatibility: most firearms",,,,,,,,,,,,,"重量：[4FBE28]0.411 公斤[-]\n\n相容：大多數槍械"
"modscopeSIGBravo4","[004CFF]SIG Sauer BRAVO4 4x30 Scope[-]",,,,,,,,,,,,,"[004CFF]SIG Sauer BRAVO4 4x30 瞄準鏡[-]"
"modscopeSIGBravo4Desc","Weight: [4FBE28]0.419kg[-]\n\nCompatibility: most firearms",,,,,,,,,,,,,"重量：[4FBE28]0.419 公斤[-]\n\n相容：大多數槍械"
"modscopeValdayPS320","[004CFF]Valday PS-320 1/6x Scope[-]",,,,,,,,,,,,,"[004CFF]Valday PS-320 1/6x 瞄準鏡[-]"
"modscopeValdayPS320Desc","Weight: [4FBE28]0.570kg[-]\n\nCompatibility: most firearms",,,,,,,,,,,,,"重量：[4FBE28]0.570kg[-]\n\n相容：大多數槍械"
"modscopeSBPMII18x2430mm","[004CFF]Schmidt & Bender PM II 1-8x24 Scope[-]",,,,,,,,,,,,,"[004CFF]Schmidt & Bender PM II 1-8x24 瞄準鏡[-]"
"modscopeSBPMII18x2430mmDesc","Weight: [4FBE28]1.139kg[-]\n\nCompatibility: most rifle caliber firearms",,,,,,,,,,,,,"重量：[4FBE28]1.139kg[-]\n\n相容：大多數步槍口徑槍械"
"modscopeSBPMII320x5034mm","[004CFF]Schmid & Bender PM II 3-20x50 Scope[-]",,,,,,,,,,,,,"[004CFF]Schmidt & Bender PM II 3-20x50 瞄準鏡[-]"
"modscopeSBPMII320x5034mmDesc","Weight: [4FBE28]1.240kg[-]\n\nCompatibility: most rifle caliber firearms",,,,,,,,,,,,,"重量：[4FBE28]1.240kg[-]\n\n相容：大多數步槍口徑槍械"
"modscopeSBPMII525x5634mm","[004CFF]Schmidt & Bender PM II 5-25x56 Scope[-]",,,,,,,,,,,,,"[004CFF]Schmidt & Bender PM II 5-25x56 瞄準鏡[-]"
"modscopeSBPMII525x5634mmDesc","Weight: [4FBE28]1.420kg[-]\n\nCompatibility: most rifle caliber firearms",,,,,,,,,,,,,"重量：[4FBE28]1.420kg[-]\n\n相容：大多數步槍口徑槍械"
"modscopeBFTac3014x2430mm","[004CFF]Burris Fullfield TAC30 1-4x24 Scope[-]",,,,,,,,,,,,,"[004CFF]Burris Fullfield TAC30 1-4x24 瞄準鏡[-]"
"modscopeBFTac3014x2430mmDesc","Weight: [4FBE28]0.726kg[-]\n\nCompatibility: most rifle caliber firearms",,,,,,,,,,,,,"重量：[4FBE28]0.726公斤[-]\n\n相容：大多數步槍口徑槍械"
"modscopeEOTVudu16x2430mm","[004CFF]EOTech Vudu 1-6x24 Scope[-]",,,,,,,,,,,,,"[004CFF]EOTech Vudu 1-6x24 瞄準鏡[-]"
"modscopeEOTVudu16x2430mmDesc","Weight: [4FBE28]0.816kg[-]\n\nCompatibility: most rifle caliber firearms",,,,,,,,,,,,,"重量：[4FBE28]0.816公斤[-]\n\n相容：大多數步槍口徑槍械"
"modscopeLeupoldMark4LR30mm","[004CFF]Leupold Mark4 LR 6.5-20x50 Scope[-]",,,,,,,,,,,,,"[004CFF]Leupold Mark4 LR 6.5-20x50 瞄準鏡[-]"
"modscopeLeupoldMark4LR30mmDesc","Weight: [4FBE28]0.870kg[-]\n\nCompatibility: most rifle caliber firearms",,,,,,,,,,,,,"重量：[4FBE28]0.870公斤[-]\n\n相容：大多數步槍口徑槍械"
"modscopeMarchTactical30mm","[004CFF]March Tactical 3-24x42 Scope[-]",,,,,,,,,,,,,"[004CFF]March Tactical 3-24x42 瞄準鏡[-]"
"modscopeMarchTactical30mmDesc","Weight: [4FBE28]0.890kg[-]\n\nCompatibility: most rifle caliber firearms",,,,,,,,,,,,,"重量：[4FBE28]0.890公斤[-]\n\n相容：適用於大多數步槍口徑的槍支"
"modscopeSIGTango6T16x2430mm","[004CFF]SIG Sauer TANGO6T 1-6x24 Scope[-]",,,,,,,,,,,,,"[004CFF]SIG Sauer TANGO6T 1-6x24 瞄準鏡[-]"
"modscopeSIGTango6T16x2430mmDesc","Weight: [4FBE28]0.876kg[-]\n\nCompatibility: most rifle caliber firearms",,,,,,,,,,,,,"重量：[4FBE28]0.876 公斤[-]\n\n適用於大多數步槍口徑的槍支"
"modscopeRazorHDGen216x2430mm","[004CFF]Vortex Razor HD Gen.2 1-6x24 Scope[-]",,,,,,,,,,,,,"[004CFF]Vortex Razor HD Gen.2 1-6x24 瞄準鏡[-]"
"modscopeRazorHDGen216x2430mmDesc","Weight: [4FBE28]0.820kg[-]\n\nCompatibility: most rifle caliber firearms",,,,,,,,,,,,,"重量：[4FBE28]0.820 公斤[-]\n\n適用於大多數步槍口徑的槍支"
"modscopeNFATACR735x5634mm","[004CFF]Nightforce ATACR 7-35x56 Scope[-]",,,,,,,,,,,,,"[004CFF]Nightforce ATACR 7-35x56 瞄準鏡[-]"
"modscopeNFATACR735x5634mmDesc","Weight: [4FBE28]1.363kg[-]\n\nCompatibility: most rifle caliber firearms",,,,,,,,,,,,,"重量：[4FBE28]1.363 公斤[-]\n\n適用於大多數步槍口徑的槍支"
"modscopeHensoldtFF416x5634mm","[004CFF]Hensoldt FF 4-16x56 Scope[-]",,,,,,,,,,,,,"[004CFF]Hensoldt FF 4-16x56 瞄準鏡[-]"
"modscopeHensoldtFF416x5634mmDesc","Weight: [4FBE28]1.150kg[-]\n\nCompatibility: most rifle caliber firearms",,,,,,,,,,,,,"重量： [4FBE28]1.150公斤[-]\n\n相容：大多數步槍口徑槍支"
"modscopeNCStarADO","[004CFF]NcSTAR ADO P4 3-9x42 Hybrid Scope[-]",,,,,,,,,,,,,"[004CFF]NcSTAR ADO P4 3-9x42 混合式瞄準鏡[-]"
"modscopeNCStarADODesc","Weight: [4FBE28]0.595kg[-]\n\nCompatibility: most firearms",,,,,,,,,,,,,"重量：[4FBE28]0.595公斤[-]\n\n相容：大多數槍支"
"modscopeKMZ1p69Weaver","[004CFF]KMZ 1P69 3-10x Scope Weaver[-]",,,,,,,,,,,,,"[004CFF]KMZ 1P69 3-10x Weaver 瞄準鏡[-]"
"modscopeKMZ1p69WeaverDesc","Weight: [4FBE28]0.940kg[-]\n\nCompatibility: most rifle caliber firearms",,,,,,,,,,,,,"重量：[4FBE28]0.940公斤[-]\n\n相容：大多數步槍口徑槍支"
"modscopeKMZ1p69Dovetail","[004CFF]KMZ 1P69 3-10x Scope Dovetail[-]",,,,,,,,,,,,,"[004CFF]KMZ 1P69 3-10x 燕尾槽瞄準鏡[-]"
"modscopeKMZ1p69DovetailDesc","Weight: [4FBE28]0.940kg[-]\n\nCompatibility: most firearms with a dovetail mount",,,,,,,,,,,,,"重量：[4FBE28]0.940公斤[-]\n\n相容：大多數配備燕尾槽底座的槍支"
"modmagppsh41drum71","PPSh-41 71-Round Drum Magazine",,,,,,,,,,,,,"PPSh-41 71發彈鼓"
"modmagttcustomdrum75","TT-33 75-Round Drum Magazine",,,,,,,,,,,,,"TT-33 75發彈鼓"
"modmagpmmakeshiftdrum84","PM/PB 84-Round Drum Magazine",,,,,,,,,,,,,"PM/PB 84發彈鼓"
"modmagpp9extended30","PP-9 30-Round Magazine",,,,,,,,,,,,,"PP-9 30發彈鼓"
"modmagpp9snaildrum90","PP-9 90-Round Drum Magazine",,,,,,,,,,,,,"PP-9 90發彈鼓"
"modmagpp19vityazdrum50","[004CFF]Vityaz 50-Round Drum Magazine[-]",,,,,,,,,,,,,"[004CFF]Vityaz 50發彈鼓[-]"
"modmagsr2mtape60","[004CFF]SR-2M 60-Round Taped Magazine[-]",,,,,,,,,,,,,"[004CFF]SR-2M 60發彈鼓[-]"
"modmaguzi50std","[004CFF]UZI 50-Round Magazine[-]",,,,,,,,,,,,,"[004CFF]UZI 50發彈鼓[-]"
"modmagmp5std30","MP5 30-Round Magazine",,,,,,,,,,,,,"MP5 30發彈鼓"
"modmagmp5xproductdrum50","[004CFF]MP5 50-Round Drum Magazine[-]",,,,,,,,,,,,,"[004CFF]MP5 50發彈鼓[-]"
"modmagmp5Cmag100","[BB00FF]MP5 100-Round C-Mag[-]",,,,,,,,,,,,,"[BB00FF]MP5 100發C型彈鼓[-]"
"modmagmp9Cmag100","[BB00FF]MP9 100-Round C-Mag[-]",,,,,,,,,,,,,"[BB00FF]MP9 100發C型彈鼓[-]"
"modmagglock9x19bigstick33","'Big Stick' Glock 33-Round Magazine (9mm)",,,,,,,,,,,,,"「Big Stick」Glock 33發彈鼓 (9mm )"
"modmagglock9x19sgmtdrum50","[004CFF]Glock 50-Round Drum Magazine (9mm)[-]",,,,,,,,,,,,,"[004CFF]Glock 50發彈鼓 (9mm )[-]"
"modmagglock9x19Cmag100","[BB00FF]Glock 100-Round C-Mag (9mm)[-]",,,,,,,,,,,,,"[BB00FF]Glock 100發 C-Mag 彈匣 (9mm )[-]"
"modmagmpxbasepad41","[BB00FF]MPX 41-Round Magazine[-]",,,,,,,,,,,,,"[BB00FF]MPX 41發彈匣[-]"
"modmagmpxf5mfgdrum50","[BB00FF]MPX 50-Round Drum Magazine[-]",,,,,,,,,,,,,"[BB00FF]MPX 50發彈鼓[-]"
"modmagmpxCmag100","[BB00FF]MPX 100-Round C-Mag[-]",,,,,,,,,,,,,"[BB00FF]MPX 100發 C-Mag 彈匣[-]"
"modmagump45casket60","[004CFF]UMP 60-Round Casket Magazine[-]",,,,,,,,,,,,,"[004CFF]UMP 60發 Casket 彈匣[-]"
"modmagump45customCmag100","[BB00FF]UMP 100-Round C-Mag[-]",,,,,,,,,,,,,"[BB00FF]UMP 100發 C-Mag 彈匣[-]"
"modmagthompsondrum100","[BB00FF]Thompson 100-Round Drum Magazine[-]",,,,,,,,,,,,,"[BB00FF]湯普森 100發彈鼓[-]"
"modmagglock45drum60","[BB00FF]Glock 60-Round Drum Magazine (.45acp)[-]",,,,,,,,,,,,,"[BB00FF]Glock 60發彈鼓 (.45acp)[-]"
"modmagglock45Cmag100","[BB00FF]Glock 100-Round C-Mag (.45acp)[-]",,,,,,,,,,,,,"[BB00FF]Glock 100發 C-Mag 彈匣 (.45acp)[-]"
"modmagmp7std40","[004CFF]MP7 40-Round Standard Magazine[-]",,,,,,,,,,,,,"[004CFF]MP7 40發標準型彈匣[-]"
"modmagmp7box70","[BB00FF]MP7 70-Round Box Magazine[-]",,,,,,,,,,,,,"[BB00FF]MP7 70發盒式彈匣[-]"
"modmagP90ZakuPlate","[BB00FF]P90 'Zaku' 100-Round Plate Magazine[-]",,,,,,,,,,,,,"[BB00FF]P90「札古」100發板式彈匣[-]"
"modmagP90ZakuDrumChopped","[BB00FF]P90 'Zaku' 135-Round Plate Magazine[-]",,,,,,,,,,,,,"[BB00FF]P90「札古」135發板式彈匣[-]"
"modmagP90ZakuDrum","[BB00FF]P90 'Dinner Ready' 200-Round Magazine[-]",,,,,,,,,,,,,"[BB00FF]P90「晚餐準備」200發彈匣[-]"
"modmagak74std30","[09FF00]AK-74 30-Round Magazine[-]",,,,,,,,,,,,,"[09FF00]AK-74 30發彈匣[-]"
"modmagAK74extended45","[004CFF]AK-74 45-Round Magazine[-]",,,,,,,,,,,,,"[004CFF]AK-74 45發彈匣[-]"
"modmagAK74_6L31_60","[BB00FF]AK-74 6L31 60-Round Magazine[-]",,,,,,,,,,,,,"[BB00FF]AK-74 6L31 60發彈匣[-]"
"modmagRPK16drum95","[FFD700]RPK-16 95-Round Drum Magazine[-]",,,,,,,,,,,,,"[FFD700]RPK-16 95發彈鼓[-]"
"modmagSKSextended35","[09FF00]SKS 35-Round Magazine[-]",,,,,,,,,,,,,"[09FF00]SKS 35發彈匣[-]"
"modmagSKSdrum75","[BB00FF]SKS 75-Round Drum Magazine[-]",,,,,,,,,,,,,"[BB00FF]SKS 75發彈鼓[-]"
"modmagakmstd30","[09FF00]AK-47 30-Round Magazine[-]",,,,,,,,,,,,,"[09FF00]AK-47 30發彈匣[-]"
"modmagAK762extended40","[004CFF]AK-47 40-Round Magazine[-]",,,,,,,,,,,,,"[004CFF]AK-47 40發彈匣[-]"
"modmagAK762molotdrum75","[BB00FF]AK-47 Molot 75-Round Drum Magazine[-]",,,,,,,,,,,,,"[BB00FF]AK-47 Molot 75發彈鼓[-]"
"modmagAK762steeldrum100","[FFD700]AK-47 100-Round Magazine[-]",,,,,,,,,,,,,"[FFD700]AK-47 100發彈匣[-]"
"modmag762x39RPDBox200","[FFD700]RPD 200-Round Box Magazine[-]",,,,,,,,,,,,,"[FFD700]RPD 200發彈匣彈匣[-]"
"modmag762NATOjunglefighter35","[004CFF]Jungle Fighter 35-Round Magazine (7.62×51)[-]",,,,,,,,,,,,,"[004CFF]叢林鬥士 35 發彈匣 (7.62/51)[-]"
"modmagSA58FAL30","[004CFF]SA58/FAL/SLR 30-Round Magazine (7.62×51)[-]",,,,,,,,,,,,,"[004CFF]SA58/FAL/SLR 30 發彈匣 (7.62/51)[-]"
"modmagSA58FALXproduct50","[BB00FF]SA58/FAL X-FAL 50-Round Drum Magazine (7.62×51)[-]",,,,,,,,,,,,,"[BB00FF]SA58/FAL X-FAL 50 發彈鼓 (7.62/51)[-]"
"modmag762NATOM14xproduct50","[BB00FF]M14 X-14 50-Round Drum Magazine (7.62×51)[-]",,,,,,,,,,,,,"[BB00FF]M14 X-14 50 發彈鼓 (7.62/51)[-]"
"modmag762NATOX25drum50","[BB00FF]AR-10 X-25 50-Round Drum Magazine (7.62×51)[-]",,,,,,,,,,,,,"[BB00FF]AR-10 X-25 50 發彈鼓 (7.62/51)[-]"
"modmag762NATOCmag100","[FFD700]100-Round C-Mag (7.62×51)[-]",,,,,,,,,,,,,"[FFD700]100 發 C-Mag (7.62/51)[-]"
"modmagM60TriBoxWelded250","[FFD700]M60 250-Round Welded TriBox Magazine[-]",,,,,,,,,,,,,"[FFD700]M60 250 發焊接式三聯裝彈匣[-]"
"modmagAUGextended42","[004CFF]AUG 42-Round Magazine[-]",,,,,,,,,,,,,"[004CFF]AUG 42發彈匣[-]"
"modmagAUGdrum60","[BB00FF]AUG 60-Round Drum Magazine[-]",,,,,,,,,,,,,"[BB00FF]AUG 60發彈鼓[-]"
"modmagstanagstd30","[09FF00]STANAG 30-Round Magazine[-]",,,,,,,,,,,,,"[09FF00]STANAG 30發彈匣[-]"
"modmagstanag556x45pmag40","[004CFF]STANAG 40-Round Magazine[-]",,,,,,,,,,,,,"[004CFF]STANAG 40發彈匣[-]"
"modmagstanag556x45pmagd60","[BB00FF]STANAG D-60 Drum Magazine[-]",,,,,,,,,,,,,"[BB00FF]STANAG D-60 彈鼓[-]"
"modmagstanag556x45sf60","[BB00FF]STANAG SureFire 60-Round Magazine[-]",,,,,,,,,,,,,"[BB00FF]STANAG SureFire 60發彈匣[-]"
"modmagstanag556x45sf100","[FFD700]STANAG SureFire 100-Round Magazine[-]",,,,,,,,,,,,,"[FFD700]STANAG SureFire 100發彈匣[-]"
"modmag556AKmolot45","[004CFF]AK 5.56 Molot Arms 45-Round Magazine[-]",,,,,,,,,,,,,"[004CFF]AK 5.56 Molot Arms 45發彈匣[-]"
"modmag762x54RPKBox200","[FFD700]PKP 200-Round Box Magazine[-]",,,,,,,,,,,,,"[FFD700]PKP 200發盒式彈匣[-]"
"modmagSVDstd20","[004CFF]SVDS 20-Round Magazine[-]",,,,,,,,,,,,,"[004CFF]SVDS 20發彈匣[-]"
"modmagSVDmakeshiftdrum50","[BB00FF]SVDS 50-Round Magazine[-]",,,,,,,,,,,,,"[BB00FF]SVDS 50發彈匣[-]"
"modmagvssval30","[004CFF]AS VAL 30-Round Magazine[-]",,,,,,,,,,,,,"[004CFF]AS VAL 30發彈匣[-]"
"modmagvssval45","[BB00FF]AS VAL 45-Round Magazine[-]",,,,,,,,,,,,,"[BB00FF]AS VAL 45發彈匣[-]"
"modmagAsh12extended40","[BB00FF]ASh-12 40-Round Magazine[-]",,,,,,,,,,,,,"[BB00FF]ASh-12 40發彈匣[-]"
"modmagAsh12extended60","[FFD700]ASh-12 60-Round Magazine[-]",,,,,,,,,,,,,"[FFD700]ASh-12 60發彈匣[-]"
"modmag338SwordMK18Pmag20","[FFD700]Sword Mk-18 20-Round Magazine[-]",,,,,,,,,,,,,"[FFD700]Sword Mk-18 20發彈匣[-]"
"modmag_870_remington_magazine_extension_12g_10","[09FF00]M870 11-Shell Magazine[-]",,,,,,,,,,,,,"[09FF00]M870 11發彈匣[-]"
"modmag_m3_benelli_std_12g_7","[004CFF]M3 Benelli 7-Shell Magazine[-]",,,,,,,,,,,,,"[004CFF]M3 貝納利 7發彈匣[-]"
"modmag_m3_tonisystem_magazine_extension_12g_13","[004CFF]M3 Benelli 13-Shell Magazine[-]",,,,,,,,,,,,,"[004CFF]M3 貝納利 13發彈匣[-]"
"modmag_mr153_izhmeh_12g_8","[004CFF]MP-153 9-Shell Magazine[-]",,,,,,,,,,,,,"[004CFF]MP-153 9發彈匣[-]"
"modmag_saiga12_maxrounds_powermag_20_12x76_20","[BB00FF]Saiga-12K 20-Shell Drum Magazine[-]",,,,,,,,,,,,,"[BB00FF]Saiga-12K 20發彈鼓[-]"
"modmag_aa12_mps_aa12_drum_mag_12g_20","[BB00FF]AA-12 20-Shell Drum Magazine[-]",,,,,,,,,,,,,"[BB00FF]AA-12 20發彈鼓[-]"
"modmag_aa12_drum_mag_12g_32","[FFD700]AA-12 32-Shell Drum Magazine[-]",,,,,,,,,,,,,"[FFD700]AA-12 32發彈鼓[-]"
"modmagppsh41drum71Desc","Weight: [4FBE28]0.900kg[-]\nMagazine Size: [4FBE28]71[-]\nReload Time: [FF4F33]+16%[-]\n\nCompatibility: PPSH-41",,,,,,,,,,,,,"重量：[4FBE28]0.900公斤[-]\n彈匣容量：[4FBE28]71[-]\n裝填時間：[FF4F33]+16%[-]\n\n相容性：PPSH-41"
"modmagttcustomdrum75Desc","Weight: [4FBE28]0.750kg[-]\nMagazine Size: [4FBE28]75[-]\nReload Time: [FF4F33]+16%[-]\n\nCompatibility: TT-33",,,,,,,,,,,,,"重量： [4FBE28]0.750kg[-]\n彈匣容量：[4FBE28]75[-]\n裝填時間：[FF4F33]+16%[-]\n\n適用型號：TT-33"
"modmagpmmakeshiftdrum84Desc","Weight: [4FBE28]0.364kg[-]\nMagazine Size: [4FBE28]84[-]\nReload Time: [FF4F33]+16%[-]\n\nCompatibility: PB, PM",,,,,,,,,,,,,"重量：[4FBE28]0.364kg[-]\n彈匣容量：[4FBE28]84[-]\n裝填時間：[FF4F33]+16%[-]\n\n適用型號：PB、PM"
"modmagpp9extended30Desc","Weight: [4FBE28]0.128kg[-]\nMagazine Size: [4FBE28]30[-]\n\nCompatibility: PP-9 'Klin'",,,,,,,,,,,,,"重量：[4FBE28]0.128kg[-]\n彈匣容量：[4FBE28]30[-]\n\n適用型號：PP-9 'Klin'"
"modmagpp9snaildrum90Desc","Weight: [4FBE28]0.471kg[-]\nMagazine Size: [4FBE28]90[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: PP-9 'Klin'",,,,,,,,,,,,,"重量：[4FBE28]0.471kg[-]\n彈匣容量：[4FBE28]90[-]\n裝填時間： [FF4F33]+20%[-]\n\n相容性：PP-9 'Klin'"
"modmagpp19vityazdrum50Desc","Weight: [4FBE28]0.460kg[-]\nMagazine Size: [4FBE28]50[-]\nReload Time: [FF4F33]+10%[-]\n\nCompatibility: PP-19-01",,,,,,,,,,,,,"重量：[4FBE28]0.460kg[-]\n彈匣容量：[4FBE28]50[-]\n裝填時間：[FF4F33]+10%[-]\n\n相容性：PP-19-01"
"modmagsr2mtape60Desc","Weight: [4FBE28]0.323kg[-]\nMagazine Size: [4FBE28]60[-]\nReload Time: [FF4F33]+10%[-]\n\nCompatibility: SR-2M",,,,,,,,,,,,,"重量：[4FBE28]0.323kg[-]\n彈匣容量：[4FBE28]60[-]\n裝填時間：[FF4F33]+10%[-]\n\n相容性：SR-2M"
"modmaguzi50stdDesc","Weight: [4FBE28]0.300kg[-]\nMagazine Size: [4FBE28]50[-]\nReload Time: [FF4F33]+10%[-]\n\nCompatibility: UZI",,,,,,,,,,,,,"重量：[4FBE28]0.300kg[-]\n彈匣容量：[4FBE28]50[-]\n裝填時間：[FF4F33]+10%[-]\n\n相容性： UZI"
"modmagmp5std30Desc","Weight: [4FBE28]0.170kg[-]\nMagazine Size: [4FBE28]30[-]\n\nCompatibility: MP5K",,,,,,,,,,,,,"重量：[4FBE28]0.170kg[-]\n彈匣容量：[4FBE28]30[-]\n\n適用槍械：MP5K"
"modmagmp5xproductdrum50Desc","Weight: [4FBE28]0.640kg[-]\nMagazine Size: [4FBE28]50[-]\nReload Time: [FF4F33]+10%[-]\n\nCompatibility: MP5K, MP5, MP5SD",,,,,,,,,,,,,"重量：[4FBE28]0.640kg[-]\n彈匣容量：[4FBE28]50[-]\n裝填時間：[FF4F33]+10%[-]\n\n適用槍械：MP5K、MP5、MP5SD"
"modmagmp5Cmag100Desc","Weight: [4FBE28]1.180kg[-]\nMagazine Size: [4FBE28]100[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: MP5, MP5SD\nRequires tactical grip to be equipped on a gun.",,,,,,,,,,,,,"重量：[4FBE28]1.180kg[-]\n彈匣容量：[4FBE28]100[-]\n裝填時間：[FF4F33]+20%[-]\n\n適用槍械：MP5、MP5SD\n需要戰術握把。"
"modmagmp9Cmag100Desc","Weight: [4FBE28]1.180kg[-]\nMagazine Size: [4FBE28]100[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: MP-9N",,,,,,,,,,,,,"重量：[4FBE28]1.180kg[-]\n彈匣容量：[4FBE28]100[-]\n裝填時間：[FF4F33]+20%[-]\n\n相容：MP-9N"
"modmagglock9x19bigstick33Desc","Weight: [4FBE28]0.150kg[-]\nMagazine Size: [4FBE28]33[-]\n\nCompatibility: Glock 17, Glock 18C",,,,,,,,,,,,,"重量：[4FBE28]0.150kg[-]\n彈匣容量：[4FBE28]33[-]\n\n相容：Glock 17, Glock 18C"
"modmagglock9x19sgmtdrum50Desc","Weight: [4FBE28]0.600kg[-]\nMagazine Size: [4FBE28]50[-]\nReload Time: [FF4F33]+10%[-]\n\nCompatibility: Glock 17, Glock 18C, Vector 9, STM-9",,,,,,,,,,,,,"重量：[4FBE28]0.600kg[-]\n彈匣容量：[4FBE28]50[-]\n裝填時間：[FF4F33]+10%[-]\n\n相容：Glock 17, Glock 18C, Vector 9, STM-9"
